,text,label
10090,плохой динамик для разговор слабый батарея качество подгонка деталь оставлять желать хороший тугой кнопка управление сломаться в один же день сам выключаться при потряхивание через три день сдохнуть тот самый динамик,0
10092,яркий подсветка кнопка мощный процессор который особо и не греться то видеочип тоже ничто хороший 13мп камера который взаправду снимать так а не только красоваться логотип 13мп большой диспить удобный смотреть фильм что я особенно ценить в телефон так это баланс когда весь функция работать нормальный и полноценно а не просто например хороший камера а весь остальной тормозить яркость дисплей ужасный и том далее а тут весь ок он и читалка заменять и плеер том к звук через наушник классный и фотоаппарат сам себя да и ёмкость батарея не мешать с комфорт пользоваться телефон,1
10095,отличный дизайн большой экран довольно шустрый 3 гб оперативка отличный дизайн и довольно неплохой железо зависание после пара месяц использование отсутствовать в целое серьёзный нарекание к телефон не иметься за исключение динамик и боков кнопка но это не критично,1
10099,весь один сплошной преимущество отличный аппарат после тормозить телефон этот сказка шустрый экран яркий звук чистый рекомендовать,1
10102,камера ужас максимум на 5 мп видео весь мурашка характеристика не соответствовать действительность за такой деньга ожедать больший не стоить,0
10110,ужасно скользкий задний крышка в место защёлка иметь не эстетичный волнистый линия экран выполнить из какой то хрустальный хрупкий стекло после падение с 30 сантиметр расколоться и выкрошиться напрочь регулярно сам перезагружаться а на счёт оперативка в 2 гб глубокий сомнение итог телефон крайне не довольный считать потратить деньга в пустовать выбросить на ветер,0
10111,зернистость экран мор неудалять по крайне неудобно реализовать переключение между sim отсутствие индикатор пропустить вызов алюминий хм он почти нет первое и самый важный в перечень материал указанный алюминий ха вот между лицевой панель и торцевой бордюр который покрасить под алюминий есть тоненький вставочка действительно выполнить из алюминий ширина вставочка маленький миллиметр это собственно и весь металл присутствующий в корпус дать модель краска на бордюр я думать через квартал эксплуатация начать стираться для сравнение браться телефон meizu m5 разрешение экран такой же но на глаз разница космический если на мейза экранчик ровный то здесь прямо видный каждый отдельный пиксель быть скачать программа определять разрешение экран который подтвердить что разрешение соответствовать заявить так почему тогда такой дикий зернистость как на монитор пк супруг потратить битый час пока разобраться как же переключаться сим карта только на форум народный умелец найти решение по такой как например фб не удаляться некотор по встроить как отдельный страница рабочий стол оно тоже не уджаляться листать такой рабочий стол и попадать на какой то совершенно левый коммерческий программа который ты русский халявщик совершенно не нужный соответственно один страница рабочий стол долой индикатор пропустить вызов он нет это кааааак преимущество у телефон присутствовать но на фон модель остальной фирма который стоять значительно дешёвый и на фон нынешний ценовый политика компания дать преимущество просто превращаться в ноль,0
10119,камера у конкурент хороший по характеристика дисплей маловатый маленький экран сводить преимущество железо к нуль в сравнение с конкурент том к он не удобный в мощный приложение и особенно в игра плохой дисплей слабый цветопередача сканер отпечаток палец не стабильно работать,0
10126,лёгкий красивый довольно шустрый громкий яркий качественный сборка без скрип хороший экран держать батарея на ура камера в целое телефон я понравиться красивый и стильный шикарный экран с горила 4го поколение металлический корпус он очень лёгкий и довольно хорошо лежать в женский рука но скользкий и весь время пытаться выскользнуть шустрый и податливый сенсор на игра не тестил так как в они не играть батарея держать превосходно громкий и хороший звук,1
10130,после обновление по перестать ловить 4g не стоить обновлять сырой ещё весь понести в сервисный центр что бы установить заводский прошивка,0
10133,удачно расположить сканер отпечаток палец и механический кнопка батарея жить куча время нормальный работать и lte и wi fi и gps глонасс оптический зум с увеличение в 2 3 раз и ещё раз аккумулятор это просто что то с чем то на экран и олеофобный покрытие и 5 gorilla glass после пара неделя эксплуатация царапинка не остаться и отпечаток стираться очень легко выглядеть экран всегда здорово особенно интересовать фотография фич с оптический зум класс увеличение в 2 3 раз и порой правда удобный просто увеличить картинка чем подходить к объект съёмка видео снимать хорошо как в 4 к так и уж тем более в full hd видео в 4 к конечно память кушать просто жесть но и память тут 64 гб также можно дополнительно установить и micro sd,1
10136,1 стоить быстрый технологичный энергоёмкий процесс 2 камера неплохой передний и задний постепенно осваивать поймать себя на тот что смотреть гайда по фотосъёмка для проф фото и применять с успех на камера зенфон выдержка просто отличный 3 резкий как пуля 4 g 4 операционный система просто вахъ обычный стоковый андроид просто серый мышь без он без зенюать этот телефон не состояться бы 5 выглядеть прям дорогой свой цена 6 хороший время автономный работа а работать у я постоянно очень хороший связка процессор и батарея хотя процессор мощный но заряд не жрать с сверхзвуковой скорость,1
10137,китай с весь вытекать гугл нет полностью и не быть не устанавливаться ни при какой обстоятельство следовательно не работать корректно ничто что требовать гугл сервис есть какой то китайский магазин но зачем он нужный ни ютуба ни плэй маркета не быть работать на это но и это не весь сервис же нужный для наш любимый соц сеть вк то работать но о входящая он не сообщать и сообщать не быть ни за какой коврижка с тем же успех это мочь быть полностью на китайский телефон есть он работать к днс не придраться а по факт мы иметь кнопочный телефон по цена дешёвый сенсорный только слушать музыка и звонить,0
10139,телефон отличный я очень нравиться1 игра тянуть и том далее и том п2 красивый дизайн3 цена хорошая4 в комплект даже плёнка идти телефон хорошо работать и комплектовать в набор тоже стоить свой цена,1
10145,самый главный минус что утверждать что телефон имый защита по стандарт ip 67 защищать от вода и пыль брызги попасть под дождь несильный на следующий день обнаружить что камера запаесть вынуть лоток сим карта и удивиться наличие в немой вода как будто он в вода сутки лежалый сдать в сервис но поход в ремонт отказать,0
10146,начинка старьё цена сильно завысить бог какой же он тормозной даже по сравнение с отнюдь не флагман и одноценовик xiaomi redmi 3 робот чтец acapella запускаться 15 секунда скорость обмен файл между телефон и sd карта в 2 раз ниже чем на 5 ти летний lenovo и 2 х летний xiaomi что такой otg он не ведать с комп не дружить что бы скинуть что объёмный на sd надо выковыривать её из тело в игра не играть не для тот коммуникатор придумывать но врить ли что то коэром тетрис он потянуть в остальной весь работать только открываться долгий обычный,0
10148,ужасный динамик я собеседник слышать а я человек слышать очень плохо за этот деньга хороший телефон можно брать если устроить что собеседник ты практически не слышать а в сервис говорят что с аппарат весь в порядок то брать,0
10150,не тупить компактный цена,1
10153,быстрый интернет хороший экран с адекватный сенсор купить месяц 4 назад работать стабильно не виснуть сразу удалить не нужный я приложение удалиться без проблема очень здорово в 4g работать стабильно без обрыв камера вполне приемлемый днём вообще супер в игра тип птица играть без подрагивание навигация работать хорошо в общий хороший смарт,1
10155,почти за два год пользование к телефон нет никакой нарекание в он собрать только весь необходимый качественный камера симка работать без сбой звук отличный много раз падать лицо вниз и стойко пережить падение активный пользование телефон давать о себя знать скоро быть присматривать что то новенький и тоже из линейка htc к слово это быть мой два телефон этот фирма и он я не разочаровать свой верный служба,1
10159,умеренный стоимость корпус экран афигенский цвета корпус сразу броситься в глаз экран яркий круто что на последний андроид сделать давно искать себя весь это за не большой едньга,1
10164,симпатичный дизайн большой и яркий экран высокий скорость цена получить телефон в подарок после смерть первое смартфон за такой цена zte просто сокровище для тот кто любить не только путешествовать по соц сеть но и слушать музыка и фотографировать китаец большой молодец они техника становиться весь хороший и хороший,1
10165,1 экран небольшой угол отображение без искажение изображение 2 батарея не подойти для активный использование интернет 3 зарядка при включить экран и подключить зарядка через минута 5 зарядка отключиться из за высокий температура батарея не рекомендовать,0
10169,нижний клавиш лишить подсветка экран на солнце блёкнуть как будто матрец не ips а tft в целое твёрдый тройка,0
10171,приятно лежать в рука яркий дисплей достаточно долго работать от аккумулятор работать довольно шустро за такой цена весьма годный камера ни раз не жалеть что купить,1
10172,заряд держать не долго минь сим нано сим 2 стекло накладный снизу кнопка плохо работать слегка подлагивать но не всегда слегка греться,0
10174,качество картинка скорость при выполнение ежедневный задача скайп пара фотка в день смс звонок хром экран хорошо реагировать на палец в любой угол стекло не царапаться если не в рука то лежать в карман там он удобно как мыло из рука не летать,1
10177,батарея два сим вспышка на фронтальный камера работать механик неоднократно выручать прицелиться и сфоталый съёмный батарея,1
10179,аппарат весьма не плохой отличный внешний вид приятный на ощупь и в работа быстый производительный много открытый приложение но ни намёк на фриз камера делать весьма неплохой снимка ик порт пульт от всего нфс и куча плюшка в целое не плохой аппарат при умеренный использование весьма не плохой приятный в использование,1
10181,экран не мараться приятно смотреть всегда уходить опрятный вид красивый металлический компактный удобный для ношение в карман очень классный звонок от стереодинамик быстрый работа надёжно работать экран удобный для ночное чтение для просмотр и чтение интернет глаз не уставать отличный цветопередача батарея очень долго держать надо раскачивать от 0 до 100 звонок отлично в машина звонок через блютуз тоже отлично голосовой гугл поиск громкий микрофон чувствительный есть два на выбор удобный оболочка с тема камера вполне приличный световспышка мощный даже слишком для фонарик просто огонь весь функция выполнять отлично без всякий глюк быть до это xiaomi устать от он глюк у meizu ломаться кнопка нет это не для я а вот этот модель lenovo я устраивать надёжный чёткий в весь смысл смарт без всякий глюк с настоящий полимерный батарея и стерео,1
10185,удобный и красивый корпус упаковка это что нечто новый 6 андроид хороший камера не лагаета хороший телефон за свой деньга советовать покупать,1
10190,хороший экран тянуть весь игра стоить защитный стекло камера хороший телефон вполне хороший для свой сумма так сказать бюджетный советовать весь,1
10193,несъемный батарея гибридный лоток сим карта при зарядка и когда хорошо нагрузить сильно греться батарея отвратительный звук разговорный динамик приходиться напрягать слух меню быстрый набор номер не понравиться иногда не срабатывать сенсор не знать в чем причина скользковатый без бампер не сказать что хорошо принимать сигнал сотовый сеть собеседник плохо слышать я завысить 13 mp камера от сила 8 фронталка средний олеофобный покрытие вообще нет никакой очень маркий экран оставаться отпечаток всплывать сенсорный клавиш занимать часть дисплей так что высота становиться маленький где то на 10 мм один раз сам перезагрузиться и загружаться половина час сугубо лично мой мнение то что телефон не стоих свой цена который за он просить за такой сумма есть аппарат и крутой покупать он в спешка так что предираться я не к кома проверять смартфон в магазин есть полезный встроить программа на калькулятор набрать 12345 и открыться меню различный тест на устройство выбирать конечно вы удачный покупка,0
10195,отличный смартфон работать на 5 приложение открываться быстро не тупить экран чёткий камера хороший фотография получаться насыщенный установить навитело работать на ура спутник находить моментально батарея хватать на три день звонок интернет периодически если включить режим экстремальный энергосбережение на 4 5 день,1
10198,весь отлично за исключение батарейка 1 5 день у я датчик снизу в ущерб красота кмк странно выглядеть очень необычно,1
10203,неплохой для этот цена аккумулятор приличный камера недорогой смартфон с ограниченный возможность но по крайний мера заявить возможность работать и аккумулятор не садиться после шесть часы работа и камера нормальный снимать для свой мегапиксель звук нормальный собеседник слышный коннект к сеть не отваливаться если бюджет ограниченный а нужно что то не подвальный брать можно,1
10204,вот весь вроде хорошо но блин обязательно должный быть ложка дёготь в игра очень сильно нагреваться особенно асфальт 8 при просмотр видео иногда тоже сильно нагреваться верхний часть корпус думать сдать обратно,0
10206,нет некоторый вещий к который я привыкнуть ещё с 2 го android камера если и 13 мп то значит оптик никакой по качество я кажется даже на 3 не тянуть кнопка не подсвечиваться хотя при покупка это знать покупать в качество звонилка том к для работа почта интернет и том плата использовать планшет такой ощущение что android урезанный нет виджет управление питание включение wi fi gps bluetooth яркость только через шторка который приходиться тянуть два раз прийтись искать аналог на маркета не быть g клавиатура в клавиатура отключить проверка правописание том к иногда писать спец термин весь равно делать корректировка при нажатие кнопка питание не предлагать выбрать режим вибро полёт и том далее весь этот вещий у я быть на весь телефон уже много год и к он просто привыкать но с другой сторона на экран есть панель поиск google который не убираться кнопка питание расположить низко поставить в пластиковый vr очки она зажиматься крепёж и телефон вырубаться,0
10209,быстрый красивый и удобный,1
10210,красивый и необычный большой экран и он качество 13мп камера стоить недорого батарея съёмный учитывать свой размер телефон очень лёгкий хорошо ложиться в рука и имя чисто удобно пользоваться а уж фильм и иной видео выглядеть ну просто отменно экран осмотреть очень тщательно и не обнаружить ни единый проблема битый пиксель нет равно как и засвет или мерцание усталость для глаз не выше нормальный уровень тепло отводиться хорошо даже при выполнение требовательный задача,1
10213,не видеть контакт самопроизвольно отключаться в время зарядка так же отключаться,0
10215,1 размер здоровенный и неудобный;2 клавиатура и вообще интерфейс неудобно вообще весь 3 самсунг экономить на мелочь например нет подсветка кнопка и датчик освещённость ;4 внешний вид он конечно не позиционироваться как имиджевый но выглядеть реально очень уж серенько ;5 гарнитур тупо наушник нет кнопка следующий предыдущий до это к техника от самсунг не быть нарекание но всегда бывать один раз жалеть о покупка,0
10220,самый главный греться как сковородка стоить только дать нагрузка элементарный сёрфинга без просмотр видео и прослушивание музыка на 4g прогревать до 80 градус скачивание с китайский маркета какой то 20 мб на 4g телефон просто плавиться начинать батарейка таять на глаз с 80 за половина час в вк просто просмотр лента без музыка и видео нга 4жи скидывать до 30 возможно именно мой модель браковать при весь при это включить режим энергосбережение и выключить приложение который кушать бтр в фон отдать в сц быть ждать диагноз,0
10226,zen ui 3 0 объём встроить память съёмка в 4 к режим суперразрешение купить он только вчера и хорошо что тут 64гб память и даже флешек как то ставить не надо хотя тут такой возможность есть; система и zen ui 3 0 много место не занимать для настройка энергосбережение есть целый куча параметр и тем не менее серьёзный необходимость в это нет он и так два день в абсолютно спокойный режим проработать а если хоть минимально и с ум юзать энергосбережение то и три день не проблема с игра справляться на лёт так как стоить 506 адрено видео в 4к воспроизводить и с онлайна и с встроить память плавно перемотка быстрый и никакой рассинхрона нет и близко снимать видео в качество 4 к спокойно без дёрганность ну или full hd в 60 кадр в секунда снимать можно беспроводный модуль нормальный как и звук в общий тут ничто и не упустить за исключение разве что nfc но без он спокойно можно жить,1
10227,долгий работа даже под нагрузка на сутки всегда спокойно хватать производительный процессор на 1 3 ггц том к оперативный память тут 1 гб то и мультизадачность для смартфон не проблема классный текстура задний крышка смотреться просто отлично да и чувствоваться в рука хорошо камера на 8 и 5 мп мочь быть и не хороший что есть на рынок но фотография делать хороший минимальный рамка экран так что имя вполне удобно пользоваться даже один рука надёжность нету никакой перезагрузка и тот подобный производительный смартфон с нормальный батарея да и просто выглядеть с сторона он на порядок дорогой чем стоить на самый дело о покупка совершенно не жалеть,1
10230,отличный дизайн камера начинка хорошо лежать в рука есть приложение который вроде ток на s7 game launcher для тот кто играть экономить максимум заряд энергия в время игра также записывать видио оч крутой штука наверно хороший телефон на данный момент просто нету в немой весь как надо а кто писать что у они горилла глас 4 царапаться я не знать вы просто посмотреть обзор на ютуба что с он вытворять он бессмертный по сравнение с другой смарт,1
10231,телефон для свой деньга реально крутой не тормозить не виснуть камера отличный громкий кстати оба сим карта микро в это для я лично плюс покупать не бояться аппарат на самый дело шикарный для свой деньга,1
10232,1 батарея ужасный хорошо держать месица три далёкий начаться падение объём каждый месяц на 5 7 и через 12 месяц держать всего 25 30 хотеть заменить батарейка ни где не смочь найти прийтись обращаться самоделкин замена тело акб 2 лакокрасочный покрытие легко обдирается3 никакой плюшка к он не купить приходиться включать смикалку4 очень сильно греться при нагрузка после что начинать притормаживат 5 не критичный глюк решать перезагрузка смарт на тройка,0
10234,металлический корпус съёмный аккумулятор большой экран хороший цена очень хороший звук лёгкий не смотреть на большой размер,1
10235,хороший арарат взять сегодня довольный как слон не хрустеть собранный крепко разрешение hd звонилка отличный за свой деньга камера нормальный не греться как печка есть датчик освещение стоить брать тем кто любить смотреть видео ютуба соцсеть,1
10241,очень удобный большой дисплей в рука сидеть идеально цена для он очень маленький короче кто хотеть хороший и дешёвый телефон покупать он,1
10242,супер экран скорость работа процессор дизайн память в 16 гб хватать практически на весь быстрый зарядка за 1 час 100 полный соответствие цена качество при наличие фирменный защитный стекло и чехол книжка просто песня в целое мой оценка 5 это и компьютер и кино и книга игра новость погода и многий что ещё в ваш записной книжка в карман просто фантастика за 3 месяц ни какой глюк хотеться бы так на долго по характеристика превосходить более дорогой аналог единственный у последний большой память что собственно и поднимать цена,1
10245,постоянно перезагружаться с новий щас доканало разговаривать и он начать перезагружаться програмный глюк бывать пропадать значок весь с экран писать ошибка zen какой то там фигня бывать включить камера а там чёрный экран помогать перезагрузка геопоиск значек бывать гореть просто так а если включить и выключить геопоиск то значок пропасть после перезагрузка батарея хватать на день экран tft поэтому угол обзор маленькая камера на света хороший но чуть свет плохой начинать мылить но за такой ценник норма отдельно про связь сидеть на работа в бытовка она то есть то она нет то отличный интернет то нет сеть связь ловить он просто ужастный после мой простой lg это вообще невыносимый постоянный помеха при разговор и теряться слово понести сдавать по гарантия большой никогда не купить телефон этот фирма у знакомый есть 500 асус там динамик умирать сразу и также перезагружаться время от время не уметь асус делать телефон человек добавить немного деньга купить самсунг j1 или lg какой нибыть не повторять мой ошибка сэкономить 1500 рубль но нажить себя геморрой с такой телефон нужно звонить только ряд с антенный ваш оператор я весь понимать бюджетный телефон но он должный выполнять хотяб свой простой функция нормальный ловить связь и хотя бы просто работать стабильно он это не делать,0
10246,ну конечно же цена стильный дизаин в нога с время звук порадовать аккумулятор порадовать думать быть маленький держать при имущество камера снимать снимка не успеть глаз моргнуть на съёмка есть съёмка с свет фото вспышка от регулировать очень хорошо есть индикатор извещение брать ради камера 13мп не оправдать сдать не смочь так как пока вскрывать задний крышка по царапать вообщий как звонилка и выход интернет не плохой да ещё снимать не плохо главный ещё оправдать в использование несколько год,1
10249,на экран появиться жёлтый пятно который постепенно увеличиваться в размер прийтись расстаться и сдать в ремонт после сдача в ремонт прошлый 5 день и пришлый смс о готовность аппарат к выдача обрадоваться и удивиться без телефон я скучать прийти забирать я огорчить мол ошибочно отправить смс на сайт сервисный центр dns почему то ошибка не исправить отследить готовность аппарат не возможно пройти уже календарный месяц,0
10256,нормальный аппарат весь как в весь другой телефон красить выносливый не подвисать меню при листание в целое за этот деньга это хороший выбор в целое за этот деньга это хороший выбор ходить и подкалывать друг с айфон вечно садиться,1
10263,после съёмка видео вырубаться микрофон замечать это только при звонок лечиться только перезагрузка маловато память прийтись выбрать сим 1 сим 2 или сим1 sd,0
10265,очень хороший смартфон пользоваться 5 месяц нисколько не желать о покупка данный аппарат очень хороший фото видео яркий экран для тот кто плохо видеть можно сделать увеличить режим экран очень шустрый и быстрый размер телефон очень хороший к он быстро привыкать и после он другой смартфон казаться кроха весь советовать очень крутой смартфон после он не хотеть возвращаться к андроид я очень нравиться техника apple также более год пользоваться i pad air тоже очень нравиться,1
10267,телефон мощный быстрый отличный камера много функция давно хотеть мейза этот модель телефон я очень нравиться лично я не пожалеть,1
10275,очень эффектный стильный и классный чувствоваться качественный сборка никакой скрип и люфт фото получаться классный даже при плохой освещение сенсор отпечаток палец я нравиться большой всего теперь в мыть смарт точно никто не покопаться перечитать много отзыв и комментарий если честно у я появиться сомнение стоить ли покупать он так как жаловаться на плохой автомномность но весь же купить проверить на себя батарея я хватать на целый день кто этот человек который не хватать 2800м ач и что они делать с телефон,1
10276,камера,0
10277,нельзя использовать одновременно два сим карта и карта память я покупать телефон чтобы в немой быть и два сим карта и карта память но после покупка оказаться что либо два симка либо один симка и один карта память,0
10283,качественный прочный удобный муж подарить этот замечательный телефон на день рождение я очень довольный телефон удобный в использование качественный прочный хороший качество камера держать заряд почти сутки что не мало важный к тот же очень стильный красивый современный для себя минус абсолютно не обнаружить теперь думать приобрести такой телефон для сын уверенный он быть приятно удивлённый,1
10284,камера 13 мп нет там максимум 8 акума на глаз дохнуть плохой тач ещё бывать когда не трогать телефон 1 2 час а потом вкл видео и зелёный экран плохой микрофон и тихий динамик и не обновляться но весь это соответствовать он цин 5490 2 из 5,0
10286,хороший экран тянуть весь игра стоить защитный стекло камера хороший телефон вполне хороший для свой сумма так сказать бюджетный советовать весь,1
10288,небольшой хороший уверенный приём сигнал отличный музыкальный звук в наушник хороший голосовой динамик отлично сидеть в рука масса аксесуар сравнительно недорогой батарея на стандартный уровень в целое хороший телефон для нетребовательный пользователь покупаться с приоритет прослушивание музыка звук кстати на уровень дорогой плеер от соня и эпплый очень достойный а так телефон как телефон для не требовательный пользователь самый то баг и лаг заметить не быть стандартный приложение почта viber skipe и том далее работать нормальный я большой и не нужно,1
